"geonameid","group","NamE","longitude","latitude"
"2248582",2,"MbelonE",-1460362.8841457,1735397.48497569
"2248584",2,"MbelognE GoudE",-1688027.4806036,1812067.5480965
"2248588",2,"MbelognE BayedI",-1700844.56231697,1803029.78907297
"2248589",2,"MbelognE BalI",-1598599.03081697,1639800.29850046
"2248592",2,"MbelognE",-1561825.14872595,1744509.3137071
"2248593",2,"MbelognE",-1715783.26600704,1657462.16617837
"2248595",2,"MbelkmoR",-1724539.52531223,1625905.61934584
"2248598",2,"MbelegnE KodiolE",-1697855.65401551,1790027.36168091
"2248599",2,"MbelegnE",-1709552.78525209,1763072.84850726
"2248600",2,"MbelegnE",-1736935.80198692,1734405.79911705
"2248601",2,"MbelbouK",-1771240.09874631,1598985.17756424
"2248602",2,"MbelbouK",-1679792.45756774,1570697.3798262
"2248603",2,"MbelanE",-1794185.34338189,1575223.08896482
"2248604",2,"MbelakadiO",-1776331.78146336,1606587.98360352
"2248605",2,"MbeguerE",-1743417.90136201,1686179.5707026
"2248606",2,"MbenguenE DiavaR",-1782242.60867033,1719895.2602535
"2248609",2,"MbegayE",-1762838.55424148,1808212.04979005
"2248613",2,"MbedienE",-1758926.14800344,1737466.73959045
"2248614",2,"MbediegnE",-1800423.38517442,1706346.69594603
"2248615",2,"MbedapE",-1804741.70234062,1620381.54165461
"2248616",2,"MbayE SeO",-1733170.60471239,1635456.87125326
"2248617",2,"MbayE NjinakH",-1794220.62495013,1721153.120344
"2248618",2,"MbayenE 1",-1834274.92622748,1682903.25964048
"2248619",2,"MbayenE NdjoudaM",-1736851.46054705,1700966.39325559
"2248620",2,"MbayenE NdakhaR",-1671682.30275159,1548111.96714875
"2248621",2,"MbayenE",-1774796.22660115,1767067.85167183
"2248622",2,"MbayenE",-1754108.68793229,1761248.86084236
"2248623",2,"MbayenE",-1689927.67328929,1736575.30859179
"2248624",2,"MbayenE",-1743646.55139276,1717968.1301037
"2248625",2,"MbayenE",-1772132.72873289,1700642.19487611
"2248626",2,"MbayenE",-1819107.67169575,1695608.40224123
"2248627",2,"MbayenE",-1775422.30529133,1662673.9437615
"2248628",2,"MbayenE",-1755574.08931223,1660308.23872291
"2248629",2,"MbayenE",-1761377.64702242,1652972.55868312
"2248630",2,"MbayenE",-1705610.41133412,1642270.42529368
"2248631",2,"MbayenE",-1716932.25069239,1633197.85252027
"2248632",2,"MbayE MinkE",-1785866.60872928,1634878.07229234
"2248633",2,"MbayE MbayE",-1778810.78355647,1774695.76470419
"2248634",2,"MbayE MbayE",-1775953.07091727,1756849.48160368
"2248635",2,"MbayE MbayE",-1836338.28890299,1697696.76951507
"2248636",2,"MbayE MbayE",-1641950.96814378,1562394.91884754
"2248637",2,"MbayE FayE OualI BoP",-1730366.93649827,1538213.05233384
"2248638",2,"MbayE FayE FafA",-1724910.5538723,1538089.95961814
"2248639",2,"MbayE DialO",-1813191.75296889,1704810.87008215
"2248640",2,"MbayE BayoU",-1835405.38739661,1696039.62792586
"2248641",2,"MbayE MbayE",-1766225.26553115,1782021.46609628
"2248642",2,"MbayE MbayE",-1765102.66080186,1778748.78681176
"2248643",2,"MbayE BakaR",-1824927.34750552,1688273.5453749
"2248650",2,"MbassiS",-1817903.09862796,1611353.57047824
"2248651",2,"MbassiS",-1792191.58824157,1578915.91389959
"2248653",2,"MbaR PeuL",-1715292.79095729,1629422.10318183
"2248654",2,"MbarouBoF",-1768754.76648384,1810773.81246278
"2248659",2,"MbarigO",-1774038.44804518,1801627.58273951
"2248660",2,"BareBantA",-1744795.60461029,1794608.62684474
"2248662",2,"MbarenE",-1782033.23570689,1711479.04723671
"2248664",2,"MbaramA",-1746299.37925679,1701208.67887145
"2248666",2,"MbaP PeuL",-1746485.49401531,1697474.42853284
"2248669",2,"MbawanE",-1863720.57690695,1670136.02335403
"2248672",2,"MbantoU",-1605483.91005739,1849793.05461866
"2248673",2,"MbanpanA",-1759804.3499218,1531407.13856944
"2248674",2,"MbanE EleanA",-1699519.15740671,1819844.15318815
"2248680",2,"MbananE",-1449831.92685203,1746300.33296988
"2248681",2,"MbamanE",-1777879.33951168,1612236.31107072
"2248684",2,"MbalkanE",-1785957.83556641,1633010.51039128
"2248685",2,"MbaL FaL",-1786321.48651275,1698494.34838527
"2248686",2,"MbalenE",-1829608.12103588,1667804.2400128
"2248687",2,"MbalarhatE",-1818797.1113744,1630090.29340794
"2248688",2,"MbalamezonE",-1811076.71886083,1639253.16329634
"2248690",2,"MbakhaS",-1767008.94127791,1783164.96855408
"2248691",2,"MbakE YegE",-1724218.0725403,1670749.65476049
"2248692",2,"MbakE SalaO",-1763623.23436645,1606280.47201968
"2248693",2,"MbakE NabE",-1378427.68718049,1588116.54509741
"2248694",2,"MbakE KayoR",-1760962.97819446,1693017.51507492
"2248695",2,"MbakE DjourouL",-1719497.86948925,1655683.19891324
"2248696",2,"MbackE DioloF",-1697985.97609551,1697643.68085757
"2248697",2,"MbakE BarI",-1724600.85459914,1735502.51278202
"2248700",2,"MbakakaK",-1794844.45073931,1636973.18573367
"2248701",2,"MbakA LO",-1800530.58670501,1708126.88919616
"2248702",2,"MbaitI MassambA",-1757069.06193021,1703353.03680936
"2248704",2,"MbaiserI",-1833029.83831695,1636067.26035606
"2248706",2,"MbailaR",-1791944.27245852,1694898.57524067
"2248707",2,"MbailadjI",-1392892.35244605,1590143.33389763
"2248708",2,"WassA CodE MbailA",-1441280.9141729,1728858.81582291
"2248709",2,"MbaI DioP",-1753821.23655165,1695790.19902916
"2248711",2,"MbagnE SeO",-1734806.15768022,1639234.16924195
"2248713",2,"MbafayE",-1827681.38820836,1634059.68277356
"2248714",2,"MbafayE",-1788499.38575543,1618107.97540407
"2248717",2,"MbadienE",-1643529.43822686,1720508.63401437
"2248719",2,"MbadianE",-1618242.09491817,1563747.10213056
"2248721",2,"MbadatE",-1780697.155295,1629138.44597915
"2248722",2,"MbadarhouR",-1747895.10907293,1592818.5757582
"2248726",2,"MbabanE",-1663014.94378519,1620729.38911376
"2248728",2,"MbA AissA",-1777511.27695607,1657115.25958963
"2248735",2,"MayeL VanibabE",-1420029.48892664,1609993.75614369
"2248737",2,"MayeL NdangaM",-1405374.95700652,1637788.74908411
"2248738",2,"MayeL MangatambA",-1524511.84144582,1446291.40950114
"2248739",2,"MayeL IessO",-1524511.84144582,1446291.40950114
"2248740",2,"MayeL DibI",-1487803.54551415,1549887.66072705
"2248741",2,"MayeL BaO",-1524511.84144582,1446291.40950114
"2248742",2,"MayE LandaN",-1713613.38542414,1664884.24815289
"2248745",2,"MayE GoumeL",-1674543.914365,1740080.0583254
"2248750",2,"MateL BantE",-1765457.91999299,1716660.23534033
"2248756",2,"MassinA SenE",-1552066.8039832,1441219.58779697
"2248757",2,"MassembE",-1595617.53401153,1539021.29090675
"2248760",2,"MassariA",-1711962.70126586,1406957.66210892
"2248761",2,"MassaR DioP",-1760848.4288727,1770778.84954897
"2248762",2,"MassaraN",-1775514.92880593,1464457.13657324
"2248764",2,"MassaR DioP",-1772096.35255645,1716757.22879511
"2248765",2,"MassarA",-1774410.75506307,1718762.4410908
"2248766",2,"MassarA",-1734220.19534932,1692802.27381637
"2248767",2,"MassarA",-1618424.88135246,1423850.60381596
"2248771",2,"MassakoundA",-1312273.76006513,1504780.30713465
"2248773",7,"MassadalA",-1414689.81720405,1482170.96459796
"2248774",2,"MA SambA",-1750317.67332017,1656437.84436556
"2248775",2,"MaR SoulouM",-1817895.70246829,1573925.10547028
"2248776",2,"MarsassouM SantA",-1744539.99266526,1436996.30917421
"2248777",2,"MarsassouM",-1749009.48883068,1437059.8790028
"2248779",2,"MarouttE",-1772433.83798882,1612103.65850764
"2248780",2,"MarougoundI",-1340581.85020393,1411574.04587509
"2248781",2,"MarougoU",-1759910.40789766,1445423.12003362
"2248782",7,"MarougoU",-1305380.25230674,1386149.33411378
"2248783",2,"MaronkoundA",-1713130.98316829,1407417.37331993
"2248784",2,"MaroneM",-1773799.98864603,1621488.39268412
"2248785",2,"MarO KoumbA",-1693898.43994886,1723257.07490716
"2248787",2,"MaR LodJ",-1819622.5851659,1575838.87569802
"2248788",2,"MarlemE HodaR",-1668643.12423047,1576049.23189729
"2248789",2,"MarivE SambA",-1604860.39314051,1490722.49439728
"2248790",2,"MaribE PatimkibO",-1584386.4054197,1454887.9485306
"2248792",2,"MaR FafakO",-1814171.71228723,1575706.16117989
"2248793",2,"MarevE BourE",-1528909.23004329,1425882.5731194
"2248794",2,"MareouA",-1434375.72074028,1414892.82509236
"2248797",2,"MarekoundA",-1532324.50810145,1528412.83064412
"2248798",2,"MarefoU LO",-1755935.09120239,1725764.23247932
"2248800",2,"MararaM",-1756972.6960852,1471526.52307217
"2248801",2,"MarandaN",-1674295.91538231,1441074.15965624
"2248802",2,"MaraM TiamE",-1734818.25106081,1676618.52458528
"2248803",2,"MarakissA",-1745307.46436168,1439752.81012834
"2248804",2,"MarakissA",-1640022.41924965,1431737.5018474
"2248805",2,"MarougoukotO",-1348705.86542012,1428765.86420329
"2248808",2,"MapagnE",-1570529.25955058,1529181.10939627
"2248815",2,"MantiankanI",-1605229.46254873,1434783.30248677
"2248819",2,"MansA DalA",-1422944.27845846,1481669.29867117
"2248820",2,"MansabA",-1719980.27391279,1483801.85349178
"2248821",2,"ManpatarieL",-1558515.38503843,1463705.56027511
"2248822",2,"MankontoN",-1714839.26959258,1454271.36598314
"2248823",2,"MankonondinE",-1702490.74373322,1429080.95011557
"2248824",2,"MankonO BA",-1681063.21006857,1439936.79849874
"2248825",2,"MankolikoundA",-1696713.47721037,1409263.34433922
"2248826",2,"MankakoundA",-1723667.13978183,1524984.11573645
"2248828",2,"ManiorA MandinguE",-1717437.25809434,1457595.52179654
"2248829",2,"ManiguI",-1553072.71808024,1510191.29450858
"2248830",2,"ManiarE",-1515977.80299528,1479659.59589461
"2248831",2,"MamankantI",-1361958.09101907,1426629.25490938
"2248832",2,"MangoulE OubemE",-1772910.61799627,1440095.76371864
"2248833",2,"MangoulE",-1774575.32827825,1443870.44403002
"2248836",2,"MangassarA",-1527257.73287232,1470560.35054482
"2248837",2,"MangaroungoU SantO",-1699836.56275187,1402665.97839272
"2248839",2,"MangarA",-1766215.38429292,1701716.7273783
"2248840",2,"ManganeM",-1676158.34422563,1570616.01037118
"2248842",2,"MangakoundA",-1745291.03649629,1409231.93356075
"2248843",2,"MangagoulaK",-1800427.90932867,1422553.58770696
"2248844",2,"ManemanE",-1767823.05679105,1473634.80342433
"2248845",2,"ManekoundA",-1724330.56377589,1414246.78456375
"2248846",2,"ManekoundA",-1728775.73413377,1403659.05440152
"2248847",2,"MandoufoU KalI",-1522483.67204861,1451841.79246636
"2248848",2,"MandoufoU FodE",-1524236.88797898,1453737.7389911
"2248849",2,"MandouaR",-1754833.76274032,1435969.57170205
"2248850",2,"MandouaR",-1769068.12904141,1428080.06521776
"2248851",2,"MandjaK",-1791062.38980192,1403589.95132864
"2248852",2,"MandjaK",-1799231.84844612,1401146.29496229
"2248853",2,"MandioumbA",-1427788.60394829,1732976.82494381
"2248854",2,"MandioumbA",-1427433.97071559,1714486.03482357
"2248855",2,"MandinE FodE KabA",-1733524.91094365,1465411.09577968
"2248856",2,"Mandina-MarO",-1778143.12985854,1403128.94027128
"2248857",2,"MandinA",-1780037.9085486,1405163.38760366
"2248858",2,"MandiayE",-1735272.67396782,1667282.88029236
"2248859",2,"MandiankoundA",-1518274.47676547,1515096.08623897
"2248860",2,"MandiaN KoundA",-1614562.46874017,1429370.51318571
"2248861",2,"MandeganA",-1793173.72038232,1429284.68140665
"2248865",2,"MandaguiE",-1828838.77930469,1647191.7354446
"2248867",2,"ManbourouK",-1809854.43137522,1451565.3193665
"2248869",2,"ManbignE KantapoR",-1747862.46213361,1471327.47424572
"2248870",2,"ManbignE",-1735339.211231,1451935.65998717
"2248877",2,"MampatiM MaoundE",-1568546.67188976,1439668.77755975
"2248878",2,"MampatiM",-1568616.78550981,1437806.99990208
"2248879",2,"MampalagO",-1750299.54150973,1447615.16400213
"2248880",4,"MamoussoulE",-1458224.81730322,1608884.90505303
"2248883",2,"MamboyA",-1468885.43665931,1471333.43646907
"2248884",2,"MamboyA",-1526266.58481382,1448187.33223942
"2248885",2,"MambounkoU",-1671470.20717858,1421168.90025888
"2248889",2,"MamA NdaO",-1344166.45833787,1616614.91967935
"2248891",3,"MamakonO",-1318089.83413929,1468500.41434782
"2248892",2,"MamadoU KoupA",-1452135.41466809,1530586.72011195
"2248893",2,"MamadoU KoubA",-1667733.94223814,1596566.57930737
"2248894",2,"MamadoU KinnsI",-1515464.90487968,1444260.33226431
"2248895",2,"MamadoU BoundoU",-1352856.58754647,1380468.46559252
"2248900",2,"MalikoundA SaS",-1848294.86561305,1621479.79403561
"2248901",2,"MalikoundA NgogoM",-1848013.38017828,1627089.89367463
"2248902",2,"MalikoundA",-1846292.47959418,1625173.07050873
"2248903",2,"MalI KeuR KoumbA",-1816518.08107681,1639391.03828764
"2248906",2,"MalifarA BrassoU",-1676942.70009157,1421279.02192515
"2248907",2,"MalifarA",-1706661.33017674,1411643.30156426
"2248910",2,"MaleM NianI",-1560306.41662427,1556933.1769089
"2248912",2,"MalemE HodaR",-1668643.12423047,1576049.23189729
"2248915",2,"MaleM BA",-1560975.6838452,1584908.14328856
"2248920",2,"MalandiankoundA",-1698963.87898432,1419952.35451322
"2248922",2,"MalA DioP",-1751492.34989638,1669554.96946109
"2248926",2,"MakoumbA SounA",-1777739.5264,1537429.4902723
"2248927",2,"MakoudA",-1823722.39342154,1474171.82913679
"2248928",2,"MakoU AbdoU SaL",-1615561.2014252,1496535.88715474
"2248932",2,"MakhanA",-1774001.76721693,1803435.01901501
"2248933",2,"MakhamA",-1640848.75881365,1545575.6501162
"2248936",2,"MakA YoP",-1639812.33206798,1569812.23085888
"2248937",2,"MakayeL",-1617231.37953776,1500301.50687851
"2248938",2,"MakayayA",-1472426.71343873,1523524.40798616
"2248939",2,"MakA TourE",-1779465.79386738,1769718.00020886
"2248940",2,"MakaToubE",-1782331.2691315,1795694.99079463
"2248941",2,"MakA TiounE",-1825962.33629379,1703276.79802847
"2248942",2,"MakA SaR",-1705346.97987903,1647868.94108773
"2248943",2,"MakA NdiayE",-1779706.29004328,1756317.77755245
"2248944",2,"MakA NdiayE",-1794955.8404119,1741755.95419976
"2248945",2,"MakandI",-1552632.58544115,1521364.67121166
"2248948",2,"MakA MoR",-1786442.59255194,1765853.50647263
"2248949",2,"MakA MoP KharI",-1772118.48039227,1692516.72192366
"2248950",2,"MakA MboubenE",-1784688.89083831,1730256.52369521
"2248952",2,"MakakotO",-1555752.60970091,1534473.09922011
"2248953",2,"MakA KataL",-1603936.04914752,1557845.60684322
"2248954",2,"MakA KallE",-1760356.82465316,1780117.36739591
"2248955",2,"MakA KahonE",-1746426.31910591,1585306.48421708
"2248956",2,"MakA HandallA",-1682348.03602773,1553948.88688363
"2248957",2,"Maka-GouyE",-1631835.42596048,1543515.96248277
"2248958",2,"MakagouI",-1662830.25872829,1542317.88611209
"2248959",2,"MakagnI",-1626308.2963452,1455716.73680815
"2248960",2,"MakA GayE",-1753524.05174842,1772454.378806
"2248961",2,"MakA FaS",-1727293.11436465,1566171.8956988
"2248962",2,"MakA FaL",-1797742.11806743,1723117.81035126
"2248963",2,"MakadoU",-1730055.92798965,1713401.41457307
"2248965",2,"MakA DiagnE",-1776220.77038453,1718809.62408538
"2248967",2,"MakabinG",-1496997.624776,1499785.49816721
"2248968",2,"MakabE SidI",-1495246.40127912,1497890.77103896
"2248969",2,"MakA BellA",-1661293.02494477,1577752.52116518
"2248970",2,"MakabE KoniadjI",-1495176.61597199,1499750.89619659
"2248971",2,"MakA BayE",-1734663.14300211,1603720.07204463
"2248988",2,"MahoN OussamarA",-1621569.20579173,1436968.84945939
"2248991",2,"MahmoudA",-1805161.62086252,1453892.99962665
"2248995",2,"MahamoudA II",-1824547.45685793,1469294.68044581
"2248997",2,"MahafaR",-1718839.12840305,1739011.20174208
"2248998",2,"MaganA BoubakaR",-1619017.36903625,1455570.99232891
"2249000",2,"MafonkO",-1741051.47356814,1459967.54017244
"2249001",2,"MaelI DibI",-1493258.37721901,1549994.5433981
"2249006",2,"MadinA YerO",-1493356.69763513,1499716.3581785
"2249007",2,"MadinA ToubacoutA",-1295364.35511466,1451418.65230493
"2249008",2,"MadinA TorodO",-1708014.5699957,1464866.33126994
"2249009",2,"MadinA TorobE",-1434463.73960535,1718311.93108431
"2249010",2,"MadinA TorobE",-1405299.9459513,1637447.93458391
"2249012",2,"MadinA SibikilI",-1494118.85448218,1527663.99283104
"2249013",2,"MadinA SayindI",-1668828.43187346,1486445.50640405
"2249014",2,"MadinA SambA",-1558367.48993532,1418976.1254923
"2249015",2,"MadinA PonssaN",-1554650.7055636,1420770.57464155
"2249016",2,"MadinA PatE",-1506100.45512822,1499959.11488003
"2249017",2,"MadinA PatE",-1588618.12738098,1486666.3496053
"2249018",2,"MadinA OulI",-1541421.6879279,1528594.00386019
"2249019",2,"MadinA NianA",-1500749.19980017,1544554.54290245
"2249020",2,"MadinA NdiatebE",-1531156.34512991,1820348.76409922
"2249021",2,"MadinA MayE",-1565447.24458555,1473158.65720715
"2249022",2,"MadinA MarI",-1563625.022413,1473123.10672105
"2249023",2,"MadinA ManfinN",-1499790.78706891,1522186.7790595
"2249024",2,"MadinA MandinguE",-1695566.68475506,1457134.95768022
"2249025",2,"MadinA MamadoU",-1551718.01725965,1450529.87493964
"2249026",2,"MadinA MaboulE",-1500821.453342,1542694.24067262
"2249027",2,"MadinA LadjI",-1631121.39615033,1425964.81185362
"2249028",2,"MadinA KokouN",-1504700.68945435,1488757.85525409
"2249029",2,"MadinA KodiolanI",-1378391.80758677,1516824.99527475
"2249030",2,"Madina-FoulbE",-1318553.49159284,1543253.89792986
"2249031",2,"MadinA FofanA",-1527327.59111578,1468698.4000036
"2249032",2,"MadinA FinndifetO",-1699691.37049939,1433598.01591174
"2249033",2,"MadinA FarotO",-1292000.76105755,1411048.73237085
"2249034",2,"MadinA DjikoyE",-1779983.75899567,1528130.80746247
"2249035",2,"MadinA DianberE",-1549192.25249274,1469116.48655485
"2249036",2,"MadinA DianambE KandE",-1649777.13560144,1461788.67258016
"2249037",2,"MadinA DiamboyE",-1572589.51227899,1477027.30530298
"2249038",2,"MadinA DiaM",-1481875.93515274,1514395.3534279
"2249039",2,"Madina-DiakA",-1408806.63730447,1545466.00954968
"2249040",2,"MadinA DiakA",-1524537.09761194,1541300.22092262
"2249041",2,"MadinA DantiliA",-1303956.36524385,1427618.66513824
"2249042",2,"MadinA DahabA",-1635361.17621354,1502541.50194039
"2249043",2,"MadinA BoidO KamarA",-1638243.98579857,1476479.99419557
"2249044",2,"MadinA BiranE",-1617382.33760195,1496573.21612206
"2249045",2,"MadinA BeyE",-1812705.75179888,1714156.17449854
"2249046",2,"MadinA BayenE",-1608577.78084055,1488933.60498898
"2249047",2,"MadinA BafE",-1262990.82932983,1391328.3305465
"2249048",2,"MadinA AmadI SedI",-1391839.53911586,1586723.10606522
"2249049",2,"MadinA AmadE MaliK",-1474790.18031575,1557082.09908469
"2249050",2,"MadinA AlfA",-1597872.69436986,1483122.86161113
"2249051",2,"MadinA AbdoU",-1595968.30608171,1438333.32608479
"2249054",2,"MadinA TiacoL",-1329725.25333413,1564799.29394279
"2249066",2,"MadifatoumA",-1407377.93273257,1514253.26763318
"2249067",2,"MadierI",-1290370.55222002,1424219.10326197
"2249068",2,"MadiediA",-1775190.81400341,1471927.79148584
"2249069",2,"MadiankE",-1634375.26626093,1481997.99179579
"2249070",2,"MadialI",-1482155.05468458,1506952.65004732
"2249075",2,"MadayanA",-1782609.76103698,1771581.06245373
"2249077",2,"LoyenE NieroU",-1794703.81062664,1711810.3299487
"2249078",2,"LoyenE BaR",-1793181.76530004,1706157.09007884
"2249080",2,"LourouS",-1847537.23366826,1672018.17360098
"2249081",2,"LouR OuoloF",-1521074.57349924,1781134.91585226
"2249082",2,"LouR HaraO",-1524134.40517213,1777817.39602525
"2249083",2,"LouR GaodE",-1524017.77116011,1775387.98726578
"2249084",2,"Lour-EscalE",-1606229.00912579,1589604.71040582
"2249086",2,"LountyI",-1422550.04248668,1543058.43758153
"2249091",2,"LouM FerbE",-1556024.94397193,1820835.34528808
"2249092",2,"LoumenE",-1731327.00492477,1735293.54057794
"2249093",2,"LoumenE",-1727781.74633558,1690095.5937574
"2249094",2,"LoumenE",-1731194.83291495,1676528.74040606
"2249095",2,"LoumenE",-1701515.60598965,1573055.8365646
"2249113",2,"LoumboL BaragueL",-1693499.28952134,1668133.72962323
"2249115",2,"LoumboL AmaR",-1480328.20035576,1732244.95055357
"2249116",2,"LoumboL AlesseK",-1582144.14556428,1600274.45372324
"2249117",2,"LoumbaL",-1498797.08494615,1787809.94622276
"2249118",2,"LoumboL",-1736875.0800508,1779491.7884424
"2249119",2,"LoumboL",-1492150.17376814,1710150.76985093
"2249120",2,"LoumboL",-1632410.53132397,1614435.80214127
"2249121",2,"LoumboL",-1590823.58726605,1609786.24456124
"2249123",2,"LoumbodO FodjI",-1728857.19578104,1721513.44617049
"2249127",2,"LoumbinoL",-1592969.39755725,1721087.15091691
"2249128",2,"LoumbI NialbI",-1499952.75925597,1697279.88847501
